"","tip_names_in_data_matrix","kingdom","phylum","subphylum","class","subclass","infraclass","cohort","order","suborder","infraorder","superfamily","family","subfamily","genus","species","metamorphosis","gs_value","gs_sd","gs_cv","best_method","n_records"
"278","Hymenoptera_Dolichovespula_arenaria","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Vespoidea","Vespidae","Vespinae","Dolichovespula","Dolichovespula arenaria","Complete",312.96,NA,NA,"FCM",1
"279","Hymenoptera_Dufourea_novaeangliae","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Rophitinae","Dufourea","Dufourea novaeangliae","Complete",342,NA,NA,NA,1
"280","Hymenoptera_Ectemnius_continuus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Crabronidae","Crabroninae","Ectemnius","Ectemnius continuus","Complete",371.64,NA,NA,"FCM",1
"281","Hymenoptera_Encarsia_formosa","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Proctotrupomorpha","Chalcidoidea","Aphelinidae","Coccophaginae","Encarsia","Encarsia formosa","Complete",410.76,NA,NA,"FCM",1
"282","Hymenoptera_Eufriesea_mexicana","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Eufriesea","Eufriesea mexicana","Complete",1939.7,NA,NA,NA,1
"283","Hymenoptera_Euglossa_dilemma","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Euglossa","Euglossa dilemma","Complete",4268,NA,NA,NA,1
"284","Hymenoptera_Euglossa_viridissima","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Euglossa","Euglossa viridissima","Complete",3872,NA,NA,NA,1
"285","Hymenoptera_Frieseomelitta_varia","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Frieseomelitta","Frieseomelitta varia","Complete",459.66,NA,NA,"FCM",1
"286","Hymenoptera_Halictus_ligatus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictus","Halictus ligatus","Complete",586.8,NA,NA,"FCM",1
"287","Hymenoptera_Hyposoter_didymator","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","no_rank","Ichneumonoidea","Ichneumonidae","Campopleginae","Hyposoter","Hyposoter didymator","Complete",245.2,NA,NA,NA,1
"288","Hymenoptera_Leptomastix_dactylopii","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Proctotrupomorpha","Chalcidoidea","Encyrtidae","Tetracneminae","Leptomastix","Leptomastix dactylopii","Complete",547.68,NA,NA,"FCM",1
"289","Hymenoptera_Leptopilina_boulardi","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Proctotrupomorpha","Cynipoidea","Figitidae","Eucoilinae","Leptopilina","Leptopilina boulardi","Complete",361.86,NA,NA,"FCM",1
"290","Hymenoptera_Leptopilina_heterotoma","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Proctotrupomorpha","Cynipoidea","Figitidae","Eucoilinae","Leptopilina","Leptopilina heterotoma","Complete",459.66,NA,NA,"FCM",1
"291","Hymenoptera_Leptopilina_victoriae","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Proctotrupomorpha","Cynipoidea","Figitidae","Eucoilinae","Leptopilina","Leptopilina victoriae","Complete",518.34,NA,NA,"FCM",1
"292","Hymenoptera_Linepithema_humile","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Dolichoderinae","Linepithema","Linepithema humile","Complete",254.28,NA,NA,"FCM",1
"293","Hymenoptera_Macrocentrus_cingulum","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","no_rank","Ichneumonoidea","Braconidae","Macrocentrinae","Macrocentrus","Macrocentrus cingulum","Complete",156.48,NA,NA,"FCM",1
"294","Hymenoptera_Megachile_rotundata","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Megachilidae","Megachilinae","Megachile","Megachile rotundata","Complete",811.74,NA,NA,"FCM",1
"295","Hymenoptera_Megalopta_genalis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Megalopta","Megalopta genalis","Complete",895.3,NA,NA,NA,1
"296","Hymenoptera_Melipona_quadrifasciata","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Melipona","Melipona quadrifasciata","Complete",259.17,6.91550432000444,0.0266832747617565,"FCM",2
"297","Hymenoptera_Melipona_scutellaris","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Melipona","Melipona scutellaris","Complete",1056.24,NA,NA,"FCM",1
"298","Hymenoptera_Microplitis_demolitor","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","no_rank","Ichneumonoidea","Braconidae","Microgastrinae","Microplitis","Microplitis demolitor","Complete",248.9,NA,NA,NA,1
"299","Hymenoptera_Nasonia_vitripennis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Proctotrupomorpha","Chalcidoidea","Pteromalidae","Pteromalinae","Nasonia","Nasonia vitripennis","Complete",332.52,NA,NA,"FD",1
"300","Hymenoptera_Odontomachus_brunneus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Ponerinae","Odontomachus","Odontomachus brunneus","Complete",430.32,NA,NA,"FCM",1
"301","Hymenoptera_Odontomachus_chelifer","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Ponerinae","Odontomachus","Odontomachus chelifer","Complete",528.12,NA,NA,"FCM",1
"302","Hymenoptera_Pogonomyrmex_californicus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Myrmicinae","Pogonomyrmex","Pogonomyrmex californicus","Complete",244.5,NA,NA,"FCM",1
"303","Hymenoptera_Polistes_dominula","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Vespoidea","Vespidae","Polistinae","Polistes","Polistes dominula","Complete",293.4,13.8310086400089,0.0471404520791032,"FCM",2
"304","Hymenoptera_Polistes_dorsalis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Vespoidea","Vespidae","Polistinae","Polistes","Polistes dorsalis","Complete",469.44,NA,NA,"FIA",1
"305","Hymenoptera_Polistes_exclamans","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Vespoidea","Vespidae","Polistinae","Polistes","Polistes exclamans","Complete",537.9,NA,NA,"FCM",1
"306","Hymenoptera_Polistes_fuscatus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Vespoidea","Vespidae","Polistinae","Polistes","Polistes fuscatus","Complete",400.98,NA,NA,"FCM",1
"307","Hymenoptera_Polistes_metricus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Vespoidea","Vespidae","Polistinae","Polistes","Polistes metricus","Complete",234.72,NA,NA,"FIA",1
"308","Hymenoptera_Prenolepis_imparis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Formicinae","Prenolepis","Prenolepis imparis","Complete",293.4,NA,NA,"FCM",1
"309","Hymenoptera_Pseudomyrmex_gracilis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Pseudomyrmecinae","Pseudomyrmex","Pseudomyrmex gracilis","Complete",391.2,NA,NA,"FCM",1
"310","Hymenoptera_Sceliphron_caementarium","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Sphecidae","Sceliphrinae","Sceliphron","Sceliphron caementarium","Complete",1114.92,NA,NA,"FCM",1
"311","Hymenoptera_Solenopsis_invicta","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Myrmicinae","Solenopsis","Solenopsis invicta","Complete",753.06,NA,NA,"FCM",1
"312","Hymenoptera_Temnothorax_ambiguus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Myrmicinae","Temnothorax","Temnothorax ambiguus","Complete",303.18,NA,NA,"FCM",1
"313","Hymenoptera_Tetragonisca_angustula","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Tetragonisca","Tetragonisca angustula","Complete",880.2,NA,NA,"FCM",1
"314","Hymenoptera_Trachymyrmex_septentrionalis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Myrmicinae","Trachymyrmex","Trachymyrmex septentrionalis","Complete",244.5,NA,NA,"FIA",1
"315","Hymenoptera_Trichogramma_brassicae","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Proctotrupomorpha","Chalcidoidea","Trichogrammatidae","no_rank","Trichogramma","Trichogramma brassicae","Complete",244.5,NA,NA,"FCM",1
"316","Hymenoptera_Trichogramma_pretiosum","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Proctotrupomorpha","Chalcidoidea","Trichogrammatidae","no_rank","Trichogramma","Trichogramma pretiosum","Complete",185.82,NA,NA,"FCM",1
"317","Hymenoptera_Vespula_germanica","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Vespoidea","Vespidae","Vespinae","Vespula","Vespula germanica","Complete",224.94,0,0,"FCM",2
"318","Hymenoptera_Vespula_vulgaris","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Vespoidea","Vespidae","Vespinae","Vespula","Vespula vulgaris","Complete",195.6,27.6620172800177,0.14142135623731,"FCM",2
"319","Hymenoptera_Xylocopa_virginica","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Xylocopinae","Xylocopa","Xylocopa virginica","Complete",674.82,NA,NA,"FIA",1
"320","Isoptera_Coptotermes_formosanus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Blattodea","no_rank","no_rank","Blattoidea","Rhinotermitidae","Coptotermitinae","Coptotermes","Coptotermes formosanus","Incomplete",909.54,NA,NA,"FCM",1
"321","Isoptera_Hodotermopsis_sjostedti","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Blattodea","no_rank","no_rank","Blattoidea","Termopsidae","Termopsinae","Hodotermopsis","Hodotermopsis sjostedti","Incomplete",1242.06,NA,NA,"FIA",1
"322","Isoptera_Mastotermes_darwiniensis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Blattodea","no_rank","no_rank","Blattoidea","Mastotermitidae","no_rank","Mastotermes","Mastotermes darwiniensis","Incomplete",1271.4,NA,NA,"FIA",1
"323","Isoptera_Nasutitermes_takasagoensis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Blattodea","no_rank","no_rank","Blattoidea","Termitidae","Nasutitermitinae","Nasutitermes","Nasutitermes takasagoensis","Incomplete",1643.04,NA,NA,"FIA",1
"324","Isoptera_Odontotermes_formosanus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Blattodea","no_rank","no_rank","Blattoidea","Termitidae","Macrotermitinae","Odontotermes","Odontotermes formosanus","Incomplete",1447.44,NA,NA,"FIA",1
"325","Isoptera_Reticulitermes_flavipes","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Blattodea","no_rank","no_rank","Blattoidea","Rhinotermitidae","Heterotermitinae","Reticulitermes","Reticulitermes flavipes","Incomplete",1046.46,NA,NA,"FCM",1
"326","Isoptera_Reticulitermes_speratus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Blattodea","no_rank","no_rank","Blattoidea","Rhinotermitidae","Heterotermitinae","Reticulitermes","Reticulitermes speratus","Incomplete",1017.12,41.4930259200267,0.0407946219915316,"FIA",2
"327","Isoptera_Zootermopsis_nevadensis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Blattodea","no_rank","no_rank","Blattoidea","Termopsidae","Termopsinae","Zootermopsis","Zootermopsis nevadensis","Incomplete",567.24,NA,NA,"FIA",1
"328","Lepidoptera_Antheraea_pernyi","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Bombycoidea","Saturniidae","Saturniinae","Antheraea","Antheraea pernyi","Complete",978,NA,NA,"FD",1
"329","Lepidoptera_Bhutanitis_thaidina","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Papilionidae","Parnassiinae","Bhutanitis","Bhutanitis thaidina","Complete",507.582,NA,NA,"FCM",1
"330","Lepidoptera_Bicyclus_anynana","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Nymphalidae","Satyrinae","Bicyclus","Bicyclus anynana","Complete",479.22,NA,NA,"FIA",1
"331","Lepidoptera_Bombyx_mandarina","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Bombycoidea","Bombycidae","Bombycinae","Bombyx","Bombyx mandarina","Complete",469.44,NA,NA,"FCM",1
"332","Lepidoptera_Bombyx_mori","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Bombycoidea","Bombycidae","Bombycinae","Bombyx","Bombyx mori","Complete",508.56,NA,NA,"FD",1
"333","Lepidoptera_Busseola_fusca","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Noctuidae","Amphipyrinae","Busseola","Busseola fusca","Complete",948.66,NA,NA,"FCM",1
"334","Lepidoptera_Byasa_hedistus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Papilionidae","Papilioninae","Byasa","Byasa hedistus","Complete",236.676,NA,NA,"FCM",1
"335","Lepidoptera_Danaus_chrysippus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Nymphalidae","Danainae","Danaus","Danaus chrysippus","Complete",360.882,NA,NA,"FCM",1
"336","Lepidoptera_Danaus_plexippus_plexippus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Nymphalidae","Danainae","Danaus","Danaus plexippus","Complete",283.62,NA,NA,"FIA",1
"337","Lepidoptera_Darapsa_myron","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Bombycoidea","Sphingidae","Macroglossinae","Darapsa","Darapsa myron","Complete",625.92,NA,NA,"FCM",1
"338","Lepidoptera_Drepana_arcuata","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Drepanoidea","Drepanidae","Drepaninae","Drepana","Drepana arcuata","Complete",303.18,NA,NA,"FIA",1
"339","Lepidoptera_Hebomoia_glaucippe","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Pieridae","Pierinae","Hebomoia","Hebomoia glaucippe","Complete",332.52,NA,NA,"FCM",1
"340","Lepidoptera_Helicoverpa_armigera","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Noctuidae","Heliothinae","Helicoverpa","Helicoverpa armigera","Complete",394,NA,NA,"FCM",1
"341","Lepidoptera_Helicoverpa_assulta","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Noctuidae","Heliothinae","Helicoverpa","Helicoverpa assulta","Complete",430,NA,NA,"FCM",1
"342","Lepidoptera_Helicoverpa_zea","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Noctuidae","Heliothinae","Helicoverpa","Helicoverpa zea","Complete",371.21,8.49942350986233,0.0228965370271876,NA,2
"343","Lepidoptera_Heliothis_virescens","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Noctuidae","Heliothinae","Heliothis","Heliothis virescens","Complete",400.98,NA,NA,"FCM",1
"344","Lepidoptera_Hyles_lineata","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Bombycoidea","Sphingidae","Macroglossinae","Hyles","Hyles lineata","Complete",449.88,NA,NA,"FCM",1
"345","Lepidoptera_Hyphantria_cunea","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Erebidae","Arctiinae","Hyphantria","Hyphantria cunea","Complete",645.48,NA,NA,"FIA",1
"346","Lepidoptera_Idea_leuconoe","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Nymphalidae","Danainae","Idea","Idea leuconoe","Complete",328.608,NA,NA,"FCM",1
"347","Lepidoptera_Kallima_inachus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Nymphalidae","Nymphalinae","Kallima","Kallima inachus","Complete",462.594,NA,NA,"FCM",1
"348","Lepidoptera_Lymantria_dispar","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Erebidae","Lymantriinae","Lymantria","Lymantria dispar","Complete",1007.34,NA,NA,"NS",1
"349","Lepidoptera_Manduca_sexta","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Bombycoidea","Sphingidae","Sphinginae","Manduca","Manduca sexta","Complete",420.54,NA,NA,"FCM",1
"350","Lepidoptera_Meandrusa_payeni","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Papilionidae","Papilioninae","Meandrusa","Meandrusa payeni","Complete",396.09,NA,NA,"FCM",1
"351","Lepidoptera_Noctua_pronuba","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Noctuidae","Noctuinae","Noctua","Noctua pronuba","Complete",557.46,NA,NA,"FIA",1
"352","Lepidoptera_Papilio_bianor","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Papilionidae","Papilioninae","Papilio","Papilio bianor","Complete",333.498,NA,NA,"FCM",1
"353","Lepidoptera_Papilio_canadensis","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Papilionidae","Papilioninae","Papilio","Papilio canadensis","Complete",430.32,NA,NA,"FIA",1
"354","Lepidoptera_Papilio_cresphontes","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Papilionidae","Papilioninae","Papilio","Papilio cresphontes","Complete",234.72,NA,NA,"FCM",1
"355","Lepidoptera_Papilio_demoleus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Papilionidae","Papilioninae","Papilio","Papilio demoleus","Complete",361.86,NA,NA,"FCM",1
"356","Lepidoptera_Papilio_glaucus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Papilionidae","Papilioninae","Papilio","Papilio glaucus","Complete",430.32,NA,NA,"FIA",1
"357","Lepidoptera_Papilio_helenus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Papilionidae","Papilioninae","Papilio","Papilio helenus","Complete",353.058,NA,NA,"FCM",1
"358","Lepidoptera_Papilio_machaon","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Papilionidae","Papilioninae","Papilio","Papilio machaon","Complete",273.84,NA,NA,"FCM",1
"359","Lepidoptera_Papilio_polytes","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Papilionidae","Papilioninae","Papilio","Papilio polytes","Complete",277.752,NA,NA,"FCM",1
"360","Lepidoptera_Papilio_protenor","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Papilionidae","Papilioninae","Papilio","Papilio protenor","Complete",321.762,NA,NA,"FCM",1
"361","Lepidoptera_Papilio_xuthus","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Papilionidae","Papilioninae","Papilio","Papilio xuthus","Complete",244.5,NA,NA,"FCM",1
"362","Lepidoptera_Parantica_sita","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Nymphalidae","Danainae","Parantica","Parantica sita","Complete",454.77,NA,NA,"FCM",1
"363","Lepidoptera_Parnassius_orleans","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Papilionidae","Parnassiinae","Parnassius","Parnassius orleans","Complete",1258.686,NA,NA,"FCM",1
"364","Lepidoptera_Pontia_edusa","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Pieridae","Pierinae","Pontia","Pontia edusa","Complete",215.16,NA,NA,"FCM",1
"365","Lepidoptera_Sesamia_nonagrioides","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Noctuidae","Amphipyrinae","Sesamia","Sesamia nonagrioides","Complete",948.66,NA,NA,"FCM",1
"366","Lepidoptera_Spodoptera_frugiperda","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Noctuidae","Amphipyrinae","Spodoptera","Spodoptera frugiperda","Complete",388,NA,NA,NA,1
"367","Lepidoptera_Troides_helena","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Papilionidae","Papilioninae","Troides","Troides helena","Complete",380.442,NA,NA,"FCM",1
"368","Lepidoptera_Vanessa_cardui","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Nymphalidae","Nymphalinae","Vanessa","Vanessa cardui","Complete",375.552,NA,NA,"FCM",1
"369","Lepidoptera_Vanessa_indica","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Papilionoidea","Nymphalidae","Nymphalinae","Vanessa","Vanessa indica","Complete",368.706,NA,NA,"FCM",1
"370","Lepidoptera_Xestia_cnigrum","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Noctuidae","Noctuinae","Xestia","Xestia c-nigrum","Complete",762.84,NA,NA,"FIA",1
"371","Lepidoptera_Xylophanes_tersa","Metazoa","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Endopterygota","Lepidoptera","Glossata","Neolepidoptera","Bombycoidea","Sphingidae","Macroglossinae","Xylophanes","Xylophanes tersa","Complete",427.64,NA,NA,NA,1
